PC1,PC2,Total_Tools_Used,Total_Usefulness
0.2045392363484297,-1.491156197087052,3,12.0
0.3868301878197731,-1.1470822140026962,3,19.0
-2.7147195008280445,-0.14416332721891825,0,0.0
-2.7147195008280445,-0.14416332721891825,0,0.0
0.37222617923843015,1.6992854163357287,3,18.0
-0.8413874018012667,1.584842074717131,2,7.0
-1.7712724574646133,-0.05846945133109549,1,0.0
2.2512254891170227,-0.5885409436291599,5,29.0
-2.7147195008280445,-0.14416332721891825,0,0.0
0.5026847469641689,0.7011969344009099,3,14.0
-2.7147195008280445,-0.14416332721891825,0,0.0
-2.7147195008280445,-0.14416332721891825,0,0.0
2.766211055913004,2.2457407116291144,5,33.0
-0.6947158287999197,0.6593181658114351,2,10.0
0.7168105089851599,0.8629073147251932,3,17.0
0.4672161898140826,-2.7472531628253494,3,16.0
-2.7147195008280445,-0.14416332721891825,0,0.0
-1.7712724574646133,-0.05846945133109549,1,0.0
4.151394705945383,-0.3882807711905991,7,42.0
2.8512225473634887,-3.702839131418732,5,34.0
-0.7480960132280675,-0.14294390065974552,2,10.0
0.23796635933661062,2.373290969889007,3,17.0
1.5771332644392047,-2.385817802718283,4,26.0
1.4633266597588495,-0.5908041943934115,4,27.0
0.16216609108239324,2.072140914077421,3,14.0
0.2451807146177212,-2.535932881591767,3,13.0
3.2994962575149804,-3.6741882787991083,6,34.0
1.4821817903201864,1.731067207648681,4,23.0
3.64203972285731,-3.3333996748461465,6,38.0
1.8293011377489488,-0.36910007197343525,4,25.0
2.295744686780712,2.650604633052513,5,32.0
0.10924571752922385,0.3166568223336435,3,14.0
1.3693172051216653,-2.30230759122043,4,27.0
0.562028702273316,1.1279708065893541,3,19.0
1.3175252433022897,-0.02344035268387739,4,27.0
-0.6212148862438824,-0.6453862910462971,2,6.0
-2.7147195008280445,-0.14416332721891825,0,0.0
1.7766619804085935,-1.212510110059729,4,29.0
1.414833278232143,-0.18732055927510538,4,23.0
-2.7147195008280445,-0.14416332721891825,0,0.0
-2.7147195008280445,-0.14416332721891825,0,0.0
1.3950635341499358,1.2615465102016683,4,24.0
0.242295489527563,-1.2746391800362165,3,14.0
0.06573156112797529,1.392891180118906,3,15.0
2.390362519728489,3.720353023246355,5,33.0
0.3815333326989686,-2.703464324956506,3,15.0
2.090680442976094,-1.5992568437199246,5,31.0
0.28379996786932604,-2.1207417922715686,3,16.0
0.16954146380711418,-1.8986338221336652,3,16.0
-2.7147195008280445,-0.14416332721891825,0,0.0
-1.7712724574646133,-0.05846945133109549,1,0.0
-0.8035297909117937,-0.14016484243974928,2,9.0
-1.7712724574646133,-0.05846945133109549,1,0.0
-0.8078535289646034,1.3714473813459653,2,6.0
2.618831394090466,-0.7821243224478335,5,29.0
1.6691607177078662,-0.6126247907680773,4,24.0
1.8753161550374489,1.5680272766402006,5,26.0
0.3621023813236498,-0.08804815389937357,3,14.0
0.9796564344396229,-2.0540784016365885,3,19.0
-0.5591458439740775,-1.2012809635875514,2,8.0
2.6984348805149883,-3.6829224912055762,5,32.0
0.8115026897062799,1.1620245310109363,3,20.0
-2.7147195008280445,-0.14416332721891825,0,0.0
2.861219940453629,1.2937481501825134,5,37.0
-0.6595162909305337,1.9156085851858455,2,10.0
1.4672834926828995,3.4558612409535003,4,28.0
-0.7565814557261135,-1.6310929064445774,2,8.0
-2.7147195008280445,-0.14416332721891825,0,0.0
2.565207614755016,3.158751236524682,5,31.0
-2.7147195008280445,-0.14416332721891825,0,0.0
3.1738703898425706,-0.19348065701779651,6,36.0
1.2455208183595474,-1.6289659948141453,4,22.0
0.8200675539907801,0.49451004947887517,3,20.0
-2.7147195008280445,-0.14416332721891825,0,0.0
2.9954981887642624,-0.4709274277793747,5,35.0
1.4611344042770336,2.004045080592596,4,28.0
-2.7147195008280445,-0.14416332721891825,0,0.0
1.3512260113755956,3.348384795683925,4,26.0
0.3975151712704171,0.03280710063600697,3,15.0
1.4796663481840822,0.9397495411936971,4,25.0
-2.7147195008280445,-0.14416332721891825,0,0.0
2.6376017009424424,-0.45172312743220255,5,32.0
-0.8812630417577005,-1.4369102072041544,2,6.0
-2.7147195008280445,-0.14416332721891825,0,0.0
0.07964044460620506,-0.7983110409820774,3,14.0
1.6264230212358197,-0.7967899805765445,4,25.0
2.7262245049346134,-3.892136947858153,5,31.0
-1.7712724574646133,-0.05846945133109549,1,0.0
-2.7147195008280445,-0.14416332721891825,0,0.0
-2.7147195008280445,-0.14416332721891825,0,0.0
1.3933365051666298,2.648353074658133,4,21.0
2.6176218418491928,-1.0838105865587409,5,34.0
-1.7712724574646133,-0.05846945133109549,1,0.0
-0.9698311239629726,-0.13182766777976043,2,6.0
0.21280747313583806,0.49565526556233147,3,18.0
-1.7712724574646133,-0.05846945133109549,1,0.0
4.43298112998732,0.8180076913296551,7,46.0
3.6717398340410767,-1.024030152562428,6,40.0
-1.7712724574646133,-0.05846945133109549,1,0.0
0.34652778030893705,-0.7270816821549508,3,15.0
2.7682632250297785,-1.6639365802326067,5,32.0
-2.7147195008280445,-0.14416332721891825,0,0.0
-0.6070254144641481,1.6765131572547811,2,9.0
-2.7147195008280445,-0.14416332721891825,0,0.0
-2.7147195008280445,-0.14416332721891825,0,0.0
3.8321790861647647,-4.324998193427714,6,41.0
-2.7147195008280445,-0.14416332721891825,0,0.0
1.6562336619368896,2.3975241780256944,4,26.0
-0.6947158287999197,0.6593181658114351,2,10.0
1.6824047445266697,-0.6772098368143258,4,25.0
-0.85896356859552,-0.13738578421975298,2,8.0
0.28298400124276474,0.29807240138172186,3,15.0
1.087368235961746,0.46103055464412523,4,23.0
1.6037108879044208,1.230921826202185,4,27.0
0.5358964476979328,-1.679383220508451,3,17.0
2.209985563970774,-2.440918932106533,5,28.0
2.317963411987721,0.9312733020495669,5,32.0
1.528655399584429,0.3125949195216163,4,25.0
0.30118797925465807,-0.6592604606859583,3,18.0
-2.7147195008280445,-0.14416332721891825,0,0.0
1.217953050288791,-0.0021766267628833755,4,25.0
-0.4111221938431701,-1.3421611510766063,2,10.0
0.1510096813527975,-1.1687735407631654,3,15.0
0.2605731724478344,-1.1420961672071503,3,15.0
-2.7147195008280445,-0.14416332721891825,0,0.0
0.242295489527563,-1.2746391800362165,3,14.0
